Type,Sex,Speaker,Vowel,IPA,F0,F1,F2,F3
w,f,51,uw,u,233,370,933,2520
w,f,51,uw,u,250,325,750,2500
w,f,51,er,\er\hr,225,450,1680,2050
w,f,51,er,\er\hr,233,466,1630,1865
w,f,52,iy,i,200,320,2750,3100
w,f,52,iy,i,178,356,2755,3200
w,f,52,ih,\ic,194,388,2622,3050
w,f,52,ih,\ic,194,426,2460,3040
w,f,52,eh,\ef,187,592,2242,2765
w,f,52,eh,\ef,191,535,2290,2870
w,f,52,ae,\ae,188,750,2060,2770
w,f,52,ae,\ae,162,650,2110,2618
w,f,52,ah,\vt,187,618,1518,2700
w,f,52,ah,\vt,183,624,1430,2660
w,f,52,aa,\as,163,766,1180,2340
w,f,52,aa,\as,167,750,1065,2640
w,f,52,ao,\ct,170,595,918,2600
w,f,52,ao,\ct,176,630,985,2630
w,f,52,uh,\hs,200,420,1200,2600
w,f,52,uh,\hs,200,460,1260,2640
w,f,52,uw,u,187,375,1124,2685
w,f,52,uw,u,188,375,1143,2700
w,f,52,er,\er\hr,180,504,1565,1835
w,f,52,er,\er\hr,183,513,1578,1830
w,f,53,iy,i,280,357,2800,3360
w,f,53,iy,i,275,340,2860,3350
w,f,53,ih,\ic,290,480,2600,3060
w,f,53,ih,\ic,292,465,2598,3060
w,f,53,eh,\ef,250,700,2350,2980
w,f,53,eh,\ef,240,737,2325,3100
w,f,53,ae,\ae,200,960,2100,3000
w,f,53,ae,\ae,217,1030,2200,3260
w,f,53,ah,\vt,275,920,1512,2950
w,f,53,ah,\vt,260,910,1688,3050
w,f,53,aa,\as,275,990,1237,2360
w,f,53,aa,\as,267,987,1172,3180
w,f,53,ao,\ct,267,587,1068,3270
w,f,53,ao,\ct,293,560,990,3150
w,f,53,uh,\hs,275,520,1350,3190
w,f,53,uh,\hs,280,510,1415,3130
w,f,53,uw,u,300,420,1045,3060
w,f,53,uw,u,300,390,960,3030
w,f,53,er,\er\hr,230,460,1860,2250
w,f,53,er,\er\hr,214,504,1820,2290
w,f,54,iy,i,200,240,2760,3700
w,f,54,iy,i,220,220,2850,3800
w,f,54,ih,\ic,228,319,2500,3020
w,f,54,ih,\ic,216,324,2500,3010
w,f,54,eh,\ef,220,616,2380,2900
w,f,54,eh,\ef,212,615,2300,2800
w,f,54,ae,\ae,212,710,2120,2600
w,f,54,ae,\ae,210,690,2250,2680
w,f,54,ah,\vt,221,800,1520,2380
w,f,54,ah,\vt,210,780,1470,2400
w,f,54,aa,\as,199,995,1392,2290
w,f,54,aa,\as,200,1000,1400,2440
w,f,54,ao,\ct,205,656,944,2250
w,f,54,ao,\ct,200,720,960,2380
w,f,54,uh,\hs,223,335,1049,2470
w,f,54,uh,\hs,210,420,1009,2300
w,f,54,uw,u,219,329,877,2550
w,f,54,uw,u,230,340,900,2530
w,f,54,er,\er\hr,206,400,1380,1560
w,f,54,er,\er\hr,201,400,1240,1480
w,f,55,iy,i,220,286,2800,3550
w,f,55,iy,i,241,289,2800,3400
w,f,55,ih,\ic,225,383,2420,3080
w,f,55,ih,\ic,240,384,2400,3050
w,f,55,eh,\ef,209,418,2430,3110
w,f,55,eh,\ef,230,460,2300,3050
w,f,55,ae,\ae,187,861,2100,2800
w,f,55,ae,\ae,224,896,2040,3000
w,f,55,ah,\vt,218,654,1160,2800
w,f,55,ah,\vt,230,690,1195,2770
w,f,55,aa,\as,208,860,1103,2700
w,f,55,aa,\as,212,806,1060,2850
w,f,55,ao,\ct,202,606,910,2900
w,f,55,ao,\ct,201,583,860,2840
w,f,55,uh,\hs,225,340,900,2650
w,f,55,uh,\hs,235,470,1100,2560
w,f,55,uw,u,205,308,1025,2650
w,f,55,uw,u,235,329,1151,2560
w,f,55,er,\er\hr,213,533,1425,1830
w,f,55,er,\er\hr,214,535,1412,1800
w,f,56,iy,i,236,307,2670,3150
w,f,56,iy,i,245,340,2700,3250
w,f,56,ih,\ic,231,417,2300,3000
w,f,56,ih,\ic,239,410,2200,2910
w,f,56,eh,\ef,222,644,2250,3000
w,f,56,eh,\ef,224,670,2300,2880
w,f,56,ae,\ae,224,784,1800,2750
w,f,56,ae,\ae,234,820,1750,2890
w,f,56,ah,\vt,225,765,1300,2700
w,f,56,ah,\vt,221,730,1390,2790
w,f,56,aa,\as,225,834,1282,2800
w,f,56,aa,\as,212,850,1270,2760
w,f,56,ao,\ct,229,688,1029,2750
w,f,56,ao,\ct,222,670,1040,2640
w,f,56,uh,\hs,251,427,1506,2640
w,f,56,uh,\hs,240,460,1370,2610
w,f,56,uw,u,236,378,1416,2580
w,f,56,uw,u,239,380,1430,2610
w,f,56,er,\er\hr,230,460,1200,1909
w,f,56,er,\er\hr,225,410,1580,1800
w,f,57,iy,i,256,384,2860,3210
w,f,57,iy,i,250,375,3000,3400
w,f,57,ih,\ic,230,460,2665,3140
w,f,57,ih,\ic,233,467,2680,3150
w,f,57,eh,\ef,229,640,2400,2860
w,f,57,eh,\ef,233,630,2530,3030
w,f,57,ae,\ae,233,700,2560,3150
w,f,57,ae,\ae,225,675,2510,3145
w,f,57,ah,\vt,240,768,1440,2855
w,f,57,ah,\vt,234,794,1447,2920
w,f,57,aa,\as,227,978,1362,2724
w,f,57,aa,\as,233,933,1350,2610
w,f,57,ao,\ct,240,700,1080,2810
w,f,57,ao,\ct,240,720,1090,2840
w,f,57,uh,\hs,243,500,1215,2870
w,f,57,uh,\hs,239,500,1240,2860
w,f,57,uw,u,263,470,1000,2820
w,f,57,uw,u,272,378,950,2990
w,f,57,er,\er\hr,243,480,1410,1700
w,f,57,er,\er\hr,243,493,1580,1775
w,f,58,iy,i,268,320,2900,3200
w,f,58,iy,i,263,290,2750,3050
w,f,58,ih,\ic,258,460,2380,2940
w,f,58,ih,\ic,251,480,2260,2980
w,f,58,eh,\ef,246,640,2220,2900
w,f,58,eh,\ef,250,670,2250,2960
w,f,58,ae,\ae,243,950,1970,2890
w,f,58,ae,\ae,244,980,1950,2920
w,f,58,ah,\vt,251,750,1280,2760
w,f,58,ah,\vt,258,770,1340,2800
w,f,58,aa,\as,250,950,1130,3160
w,f,58,aa,\as,256,850,1150,2940
w,f,58,ao,\ct,242,530,870,2680
w,f,58,ao,\ct,250,600,900,2770
w,f,58,uh,\hs,250,600,1225,2500
w,f,58,uh,\hs,264,630,1320,2560
w,f,58,uw,u,258,440,1290,2530
w,f,58,uw,u,269,460,1080,2640
w,f,58,er,\er\hr,250,600,1500,2000
w,f,58,er,\er\hr,254,610,1520,1950
w,f,59,iy,i,234,280,2690,3040
w,f,59,iy,i,261,280,2740,2980
w,f,59,ih,\ic,260,470,2500,3400
w,f,59,ih,\ic,262,440,2480,3240
w,f,59,eh,\ef,242,730,2300,3100
w,f,59,eh,\ef,260,750,2340,3120
w,f,59,ae,\ae,233,860,2070,2880
w,f,59,ae,\ae,240,890,1920,2710
w,f,59,ah,\vt,257,770,1540,2840
w,f,59,ah,\vt,257,800,1410,2860
w,f,59,aa,\as,240,790,1250,3080
w,f,59,aa,\as,241,820,1210,2960
w,f,59,ao,\ct,234,408,695,3040
w,f,59,ao,\ct,246,420,590,3100
w,f,59,uh,\hs,251,500,1230,2520
w,f,59,uh,\hs,256,480,1230,2750
w,f,59,uw,u,263,419,1050,2850
w,f,59,uw,u,278,390,1060,2800
w,f,59,er,\er\hr,220,420,1720,1900
w,f,59,er,\er\hr,255,510,1680,1890
w,f,60,iy,i,208,270,2820,3450
w,f,60,iy,i,225,250,2880,3350
w,f,60,ih,\ic,220,370,2530,3060
w,f,60,ih,\ic,250,400,2600,3120
w,f,60,eh,\ef,214,640,2360,3020
w,f,60,eh,\ef,219,650,2430,3040
w,f,60,ae,\ae,205,900,2090,3000
w,f,60,ae,\ae,200,860,2160,2870
w,f,60,ah,\vt,214,750,1540,2800
w,f,60,ah,\vt,214,770,1530,2780
w,f,60,aa,\as,195,920,1350,2550
w,f,60,aa,\as,210,920,1470,2690
w,f,60,ao,\ct,194,720,1110,2420
w,f,60,ao,\ct,200,700,1100,2780
w,f,60,uh,\hs,222,470,1200,2900
w,f,60,uh,\hs,237,470,1190,2800
w,f,60,uw,u,240,380,980,3100
w,f,60,uw,u,188,340,920,3050
w,f,60,er,\er\hr,222,530,1670,2050
w,f,60,er,\er\hr,200,500,1720,1900
w,f,61,iy,i,258,310,2740,3200
w,f,61,iy,i,262,262,2680,3170
w,f,61,ih,\ic,262,450,2310,3020
w,f,61,ih,\ic,263,472,2270,2950
w,f,61,eh,\ef,245,640,1980,2920
w,f,61,eh,\ef,235,700,2110,2940
w,f,61,ae,\ae,194,810,1860,2620
w,f,61,ae,\ae,234,890,1800,2700
w,f,61,ah,\vt,230,710,1340,2780
w,f,61,ah,\vt,245,740,1470,2940
w,f,61,aa,\as,225,830,1020,2650
w,f,61,aa,\as,219,830,1095,2610
w,f,61,ao,\ct,240,600,850,2760
w,f,61,ao,\ct,253,455,810,2750
w,f,61,uh,\hs,282,400,1070,2530
w,f,61,uh,\hs,250,450,1050,2450
w,f,61,uw,u,260,290,670,2380
w,f,61,uw,u,275,330,630,2460
w,f,61,er,\er\hr,240,500,1630,2040
w,f,61,er,\er\hr,243,490,1580,2190
c,f,62,iy,i,228,460,3300,3950
c,f,62,iy,i,200,400,3400,3850
c,f,62,ih,\ic,205,600,2550,4000
c,f,62,ih,\ic,205,610,2500,4100
c,f,62,eh,\ef,225,600,2750,3600
c,f,62,eh,\ef,210,760,2500,3850
c,f,62,ae,\ae,200,1000,2300,3900
c,f,62,ae,\ae,200,800,2500,4050
c,f,62,ah,\vt,200,1000,1750,3550
c,f,62,ah,\vt,223,1110,1690,4040
c,f,62,aa,\as,205,1220,1560,3650
c,f,62,aa,\as,200,1300,1800,3450
c,f,62,ao,\ct,219,660,1100,3850
c,f,62,ao,\ct,217,690,1090,3900
c,f,62,uh,\hs,206,620,1420,3700
c,f,62,uh,\hs,220,620,1410,3520
c,f,62,uw,u,233,440,900,3900
c,f,62,uw,u,200,400,650,3800
c,f,62,er,\er\hr,210,610,2300,2900
c,f,62,er,\er\hr,200,450,2150,2550
c,f,63,iy,i,290,320,3500,4260
c,f,63,iy,i,305,350,3400,4100
c,f,63,ih,\ic,322,640,3200,3660
c,f,63,ih,\ic,325,650,3000,3800
c,f,63,eh,\ef,270,850,2900,3680
c,f,63,eh,\ef,285,700,3120,3750
c,f,63,ae,\ae,256,1130,2560,3500
c,f,63,ae,\ae,285,1140,2000,3560
c,f,63,ah,\vt,310,1130,1740,3670
c,f,63,ah,\vt,300,1000,1800,3450
c,f,63,aa,\as,265,1170,1500,3440
c,f,63,aa,\as,283,980,1300,3100
c,f,63,ao,\ct,265,530,1060,3450
c,f,63,ao,\ct,272,540,1080,3000
c,f,63,uh,\hs,285,560,1440,3500
c,f,63,uh,\hs,294,570,1450,3500
c,f,63,uw,u,333,350,1280,3650
c,f,63,uw,u,290,340,1160,2950
c,f,63,er,\er\hr,275,560,1740,2460
c,f,63,er,\er\hr,302,600,1800,2200
c,m,64,iy,i,240,380,3140,3700
c,m,64,iy,i,258,310,3350,3650
c,m,64,ih,\ic,290,580,2760,3400
c,m,64,ih,\ic,250,500,2660,3500
c,m,64,eh,\ef,250,780,2450,3400
c,m,64,eh,\ef,240,672,2550,3400
c,m,64,ae,\ae,240,660,2900,3370
c,m,64,ae,\ae,215,760,2850,3300
c,m,64,ah,\vt,250,880,1500,3200
c,m,64,ah,\vt,243,850,1700,3250
c,m,64,aa,\as,250,940,1380,2400
c,m,64,aa,\as,276,1200,1500,3160
c,m,64,ao,\ct,250,750,1250,3450
c,m,64,ao,\ct,225,675,950,3240
c,m,64,uh,\hs,300,610,1500,3300
c,m,64,uh,\hs,275,500,1370,3500
c,m,64,uw,u,256,300,1280,3150
c,m,64,uw,u,250,400,1300,3700
c,m,64,er,\er\hr,250,500,1540,1700
c,m,64,er,\er\hr,242,580,1620,1790
c,f,65,iy,i,291,410,3200,3800
c,f,65,iy,i,264,420,3400,3900
c,f,65,ih,\ic,291,580,2900,3820
c,f,65,ih,\ic,280,560,2840,3900
c,f,65,eh,\ef,292,810,2640,4200
c,f,65,eh,\ef,270,780,2720,4100
c,f,65,ae,\ae,270,1080,2480,3950
c,f,65,ae,\ae,245,1050,2420,4000
c,f,65,ah,\vt,286,970,1600,3950
c,f,65,ah,\vt,250,800,1680,3800
c,f,65,aa,\as,275,1040,1350,3850
c,f,65,aa,\as,250,1100,1460,4250
c,f,65,ao,\ct,286,770,1150,3950
c,f,65,ao,\ct,273,710,1200,3900
c,f,65,uh,\hs,285,680,1420,3800
c,f,65,uh,\hs,278,640,1350,3950
c,f,65,uw,u,300,420,1110,3640
c,f,65,uw,u,280,505,1050,3400
c,f,65,er,\er\hr,320,640,1940,2820
c,f,65,er,\er\hr,265,610,2100,2600
c,f,66,iy,i,330,460,2800,3550
c,f,66,iy,i,333,490,2730,3550
c,f,66,ih,\ic,310,560,2500,3450
c,f,66,ih,\ic,310,580,2500,3450
c,f,66,eh,\ef,286,800,2300,3750
c,f,66,eh,\ef,310,835,2420,3740
c,f,66,ae,\ae,282,950,2150,3650
c,f,66,ae,\ae,310,1000,2150,3700
c,f,66,ah,\vt,293,880,1700,3750
c,f,66,ah,\vt,340,900,1600,3650
c,f,66,aa,\as,299,990,1410,3750
c,f,66,aa,\as,280,1050,1320,3730
c,f,66,ao,\ct,285,770,940,3750
c,f,66,ao,\ct,333,680,1020,3700
c,f,66,uh,\hs,322,550,1195,3750
c,f,66,uh,\hs,350,550,1340,3500
c,f,66,uw,u,316,600,1200,3600
c,f,66,uw,u,345,550,1100,3470
c,f,66,er,\er\hr,310,805,1705,2420
c,f,66,er,\er\hr,310,710,1700,2400
c,f,67,iy,i,210,340,3400,4320
c,f,67,iy,i,227,590,3610,4220
c,f,67,ih,\ic,235,680,3250,4380
c,f,67,ih,\ic,220,440,3000,3790
c,f,67,eh,\ef,212,660,2900,3610
c,f,67,eh,\ef,216,610,2760,3650
c,f,67,ae,\ae,214,1240,2700,3640
c,f,67,ae,\ae,215,1050,2550,3550
c,f,67,ah,\vt,216,820,1470,3500
c,f,67,ah,\vt,211,970,1410,3200
c,f,67,aa,\as,218,1090,1380,3050
c,f,67,aa,\as,212,860,1250,2800
c,f,67,ao,\ct,211,800,1220,3700
c,f,67,ao,\ct,214,640,1070,3000
c,f,67,uh,\hs,219,660,1360,3700
c,f,67,uh,\hs,214,730,1500,3600
c,f,67,uw,u,220,620,1100,3250
c,f,67,uw,u,216,600,1280,3650
c,f,67,er,\er\hr,222,670,2130,2360
c,f,67,er,\er\hr,205,760,2240,2460
c,f,68,iy,i,253,330,3250,3720
c,f,68,iy,i,262,340,3100,3400
c,f,68,ih,\ic,250,500,2500,3640
c,f,68,ih,\ic,278,530,2630,3640
c,f,68,eh,\ef,255,710,2550,3560
c,f,68,eh,\ef,250,750,2480,3470
c,f,68,ae,\ae,233,1140,2260,3640
c,f,68,ae,\ae,245,1110,2230,3380
c,f,68,ah,\vt,256,770,1540,3500
c,f,68,ah,\vt,257,800,1490,3300
c,f,68,aa,\as,240,940,1400,3400
c,f,68,aa,\as,245,930,1370,3120
c,f,68,ao,\ct,240,530,860,3400
c,f,68,ao,\ct,240,520,910,3420
c,f,68,uh,\hs,255,510,1250,3320
c,f,68,uh,\hs,260,520,1140,3320
c,f,68,uw,u,274,360,660,3050
c,f,68,uw,u,260,310,730,3500
c,f,68,er,\er\hr,250,550,1500,1800
c,f,68,er,\er\hr,239,480,1650,1960
c,m,69,iy,i,250,300,2950,3600
c,m,69,iy,i,270,320,3210,3600
c,m,69,ih,\ic,290,550,2610,3560
c,m,69,ih,\ic,286,540,2570,3600
c,m,69,eh,\ef,280,700,2500,3580
c,m,69,eh,\ef,263,600,2360,3400
c,m,69,ae,\ae,260,970,2400,3200
c,m,69,ae,\ae,250,950,2270,3200
c,m,69,ah,\vt,270,780,1650,3350
c,m,69,ah,\vt,250,720,1500,3240
c,m,69,aa,\as,278,950,1200,2950
c,m,69,aa,\as,250,920,1080,2770
c,m,69,ao,\ct,262,790,1050,2900
c,m,69,ao,\ct,250,750,1000,2500
c,m,69,uh,\hs,275,540,1430,3320
c,m,69,uh,\hs,263,530,1580,3200
c,m,69,uw,u,295,420,1500,3010
c,m,69,uw,u,260,450,1330,2840
c,m,69,er,\er\hr,272,570,1880,2400
c,m,69,er,\er\hr,255,510,1610,1910
c,m,70,iy,i,235,280,2820,3400
c,m,70,iy,i,244,317,3125,3500
c,m,70,ih,\ic,230,460,2520,3300
c,m,70,ih,\ic,212,420,2480,3140
c,m,70,eh,\ef,235,657,2300,3300
c,m,70,eh,\ef,232,672,2275,3300
c,m,70,ae,\ae,231,808,1950,3300
c,m,70,ae,\ae,225,870,2000,3200
c,m,70,ah,\vt,236,706,1410,3200
c,m,70,ah,\vt,211,720,1480,2880
c,m,70,aa,\as,250,950,1350,3100
c,m,70,aa,\as,227,910,1360,2950
c,m,70,ao,\ct,203,700,1120,3070
c,m,70,ao,\ct,230,690,920,2760
c,m,70,uh,\hs,250,475,1250,3150
c,m,70,uh,\hs,212,460,1210,2750
c,m,70,uw,u,244,403,1100,2950
c,m,70,uw,u,242,363,920,2900
c,m,70,er,\er\hr,226,452,1580,1810
c,m,70,er,\er\hr,232,510,1550,1740
c,m,71,iy,i,230,280,3140,3830
c,m,71,iy,i,250,300,3400,3950
c,m,71,ih,\ic,225,450,2700,3650
c,m,71,ih,\ic,250,400,2840,3700
c,m,71,eh,\ef,215,580,2650,3550
c,m,71,eh,\ef,220,620,2660,3770
c,m,71,ae,\ae,240,910,2370,3160
c,m,71,ae,\ae,233,930,2350,3450
c,m,71,ah,\vt,250,770,1650,3420
c,m,71,ah,\vt,230,690,1600,3350
c,m,71,aa,\as,242,970,1450,3260
c,m,71,aa,\as,225,1010,1650,3150
c,m,71,ao,\ct,232,670,1160,3550
c,m,71,ao,\ct,225,720,1260,3400
c,m,71,uh,\hs,216,500,1640,3580
c,m,71,uh,\hs,250,450,1440,3500
c,m,71,uw,u,290,350,1160,3260
c,m,71,uw,u,273,330,1090,3350
c,m,71,er,\er\hr,240,430,1800,2400
c,m,71,er,\er\hr,233,470,1840,2400
c,m,72,iy,i,275,330,3050,3800
c,m,72,iy,i,286,340,2860,3610
c,m,72,ih,\ic,280,500,2720,3360
c,m,72,ih,\ic,230,600,2750,3550
c,m,72,eh,\ef,245,735,2450,3300
c,m,72,eh,\ef,258,780,2560,3300
c,m,72,ae,\ae,235,940,2020,2580
c,m,72,ae,\ae,232,1070,2320,2900
c,m,72,ah,\vt,268,860,1530,3100
c,m,72,ah,\vt,256,970,1500,3050
c,m,72,aa,\as,245,780,1250,3180
c,m,72,aa,\as,236,970,970,3120
c,m,72,ao,\ct,258,825,1210,3100
c,m,72,ao,\ct,300,930,930,2900
c,m,72,uh,\hs,260,490,1460,2860
c,m,72,uh,\hs,286,570,1320,2840
c,m,72,uw,u,275,470,1400,2800
c,m,72,uw,u,286,370,1160,2800
c,m,72,er,\er\hr,268,510,1660,2100
c,m,72,er,\er\hr,250,480,1700,1830
c,f,73,iy,i,295,380,3200,4000
c,f,73,iy,i,267,350,3250,3700
c,f,73,ih,\ic,294,380,2960,3800
c,f,73,ih,\ic,300,520,2900,3600
c,f,73,eh,\ef,280,670,2790,3600
c,f,73,eh,\ef,275,620,2750,3500
c,f,73,ae,\ae,262,1070,2380,3100
c,f,73,ae,\ae,275,1130,2320,3110
c,f,73,ah,\vt,290,700,1730,2960
c,f,73,ah,\vt,270,725,1570,2900
c,f,73,aa,\as,278,1110,1630,2780
c,f,73,aa,\as,280,1130,1400,3000
c,f,73,ao,\ct,292,580,930,2950
c,f,73,ao,\ct,270,540,1070,3000
c,f,73,uh,\hs,300,450,1350,3000
c,f,73,uh,\hs,320,520,1600,3150
c,f,73,uw,u,307,460,1460,3070
c,f,73,uw,u,300,400,1700,3000
c,f,73,er,\er\hr,300,540,1770,2040
c,f,73,er,\er\hr,286,540,2050,2300
c,m,74,iy,i,300,300,3250,3850
c,m,74,iy,i,275,275,3280,3800
c,m,74,ih,\ic,286,570,2850,3400
c,m,74,ih,\ic,267,485,2630,3450
c,m,74,eh,\ef,264,650,2880,3500
c,m,74,eh,\ef,284,570,2900,3600
c,m,74,ae,\ae,260,1300,2280,3130
c,m,74,ae,\ae,260,1300,2160,3300
c,m,74,ah,\vt,275,850,1540,3020
c,m,74,ah,\vt,262,840,1580,2880
c,m,74,aa,\as,250,1230,1300,3200
c,m,74,aa,\as,286,1090,1230,2980
c,m,74,ao,\ct,265,850,850,2920
c,m,74,ao,\ct,285,685,1030,2900
c,m,74,uh,\hs,283,540,1420,3050
c,m,74,uh,\hs,300,600,1440,2900
c,m,74,uw,u,280,390,1340,2830
c,m,74,uw,u,284,340,1110,3080
c,m,74,er,\er\hr,280,530,1650,1740
c,m,74,er,\er\hr,286,550,1660,1770
c,m,75,iy,i,265,370,2950,3400
c,m,75,iy,i,290,370,2910,3480
c,m,75,ih,\ic,271,515,2740,3280
c,m,75,ih,\ic,290,485,2600,3200
c,m,75,eh,\ef,262,630,2520,3150
c,m,75,eh,\ef,272,565,2440,3120
c,m,75,ae,\ae,262,970,2030,2880
c,m,75,ae,\ae,275,915,2130,2900
c,m,75,ah,\vt,270,810,1600,3230
c,m,75,ah,\vt,280,760,1530,3180
c,m,75,aa,\as,270,810,1350,2940
c,m,75,aa,\as,275,1000,1360,3000
c,m,75,ao,\ct,270,535,970,2960
c,m,75,ao,\ct,275,550,1080,2850
c,m,75,uh,\hs,275,550,1420,3040
c,m,75,uh,\hs,295,570,1500,3000
c,m,75,uw,u,283,510,1700,3020
c,m,75,uw,u,278,500,1640,3050
c,m,75,er,\er\hr,261,522,1830,2350
c,m,75,er,\er\hr,282,530,1800,2250
c,f,76,iy,i,320,350,3240,3760
c,f,76,iy,i,344,344,3120,3640
c,f,76,ih,\ic,308,590,2760,3500
c,f,76,ih,\ic,320,540,2900,3500
c,f,76,eh,\ef,307,830,2750,3650
c,f,76,eh,\ef,308,800,2640,3540
c,f,76,ae,\ae,294,1140,2450,3230
c,f,76,ae,\ae,239,1130,2550,3150
c,f,76,ah,\vt,310,930,1540,3120
c,f,76,ah,\vt,315,950,1670,3150
c,f,76,aa,\as,350,1190,1470,3150
c,f,76,aa,\as,314,1070,1460,2950
c,f,76,ao,\ct,300,910,1200,3180
c,f,76,ao,\ct,330,830,1250,3250
c,f,76,uh,\hs,327,630,1310,3270
c,f,76,uh,\hs,322,610,1550,3400
c,f,76,uw,u,345,520,1250,3460
c,f,76,uw,u,334,500,1140,3380
c,f,76,er,\er\hr,308,740,1850,2160
c,f,76,er,\er\hr,328,660,1830,2200
